Nombre,Marca,Coste,Género,Url,web_origen
"Zapatilla RUNFALCON K
","
adidas","33,96",Ninos,https://www.intersport.es/adidas-zapatilla-runfalcon-k-zapatillas-running-iic.adidas.f36543.043a.html?dwvar_iic.adidas.f36543.043a_color=043a&cgid=,intersport.com
"Zapatilla Super Sala
","
adidas","28,99",Ninos,https://www.intersport.es/adidas-zapatilla-super-sala-botas-futbol-sala-iic.adidas.fv2639.088a.html?dwvar_iic.adidas.fv2639.088a_color=088a&cgid=,intersport.com
"Bota de fútbol Nemeziz 19.3 césped natural seco
","
adidas","51,99",Ninos,https://www.intersport.es/adidas-bota-de-futbol-nemeziz-19.3-cesped-natural-seco-rebajas-deportivas-iic.adidas.eh0488.adak.html?dwvar_iic.adidas.eh0488.adak_color=adak&cgid=,intersport.com
"Botas de fútbol Ghosted.3 Laceless FG
","
adidas","51,99",Ninos,https://www.intersport.es/adidas-botas-de-futbol-ghosted.3-laceless-fg-rebajas-deportivas-iic.adidas.eg8151.01f7.html?dwvar_iic.adidas.eg8151.01f7_color=01f7&cgid=,intersport.com
"Zapatillas running Tensor
","
adidas","26,99",Ninos,https://www.intersport.es/adidas-zapatillas-running-tensor-zapatillas-running-iic.adidas.eg4124.a0qm.html?dwvar_iic.adidas.eg4124.a0qm_color=a0qm&cgid=,intersport.com
"Zapatillas Grand Court K
","
adidas","39,99",Ninos,https://www.intersport.es/adidas-zapatillas-grand-court-k-sneakers-iic.adidas.fw1274.01f7.html?dwvar_iic.adidas.fw1274.01f7_color=01f7&cgid=,intersport.com
"Zapatilla Roguera
","
adidas","23,99",Ninos,https://www.intersport.es/adidas-zapatilla-roguera-ninos-iic.adidas.fw3279.abzr.html?dwvar_iic.adidas.fw3279.abzr_color=abzr&cgid=,intersport.com
"Zapatilla FortaRun 2020
","
adidas","44,99",Ninos,https://www.intersport.es/adidas-zapatilla-fortarun-2020-zapatillas-fitness-iic.adidas.fw2577.ad8r.html?dwvar_iic.adidas.fw2577.ad8r_color=ad8r&cgid=,intersport.com
"Zapatillas Breaknet 
","
adidas","39,99",Ninos,https://www.intersport.es/adidas-zapatillas-breaknet--sneakers-iic.adidas.fy9504.01f7.html?dwvar_iic.adidas.fy9504.01f7_color=01f7&cgid=,intersport.com
"Zapatillas running Runfalcon
","
adidas","27,99",Ninos,https://www.intersport.es/adidas-zapatillas-running-runfalcon-rebajas-deportivas-iic.adidas.fv8838.ad8r.html?dwvar_iic.adidas.fv8838.ad8r_color=ad8r&cgid=,intersport.com
"Zapatillas running Runfalcon
","
adidas","31,99",Ninos,https://www.intersport.es/adidas-zapatillas-running-runfalcon-zapatillas-running-iic.adidas.fv9441.a0qm.html?dwvar_iic.adidas.fv9441.a0qm_color=a0qm&cgid=,intersport.com
"Zapatillas running Tensaurus
","
adidas","21,99",Ninos,https://www.intersport.es/adidas-zapatillas-running-tensaurus-rebajas-deportivas-iic.adidas.ef1093.01f7.html?dwvar_iic.adidas.ef1093.01f7_color=01f7&cgid=,intersport.com
"Zapatilla Advantage
","
adidas","39,95",Ninos,https://www.intersport.es/adidas-zapatilla-advantage-sneakers-iic.adidas.fw2588.01f7.html?dwvar_iic.adidas.fw2588.01f7_color=01f7&cgid=,intersport.com
"Zapatilla Lite Racer CLN
","
adidas","31,99",Ninos,https://www.intersport.es/adidas-zapatilla-lite-racer-cln-sneakers-iic.adidas.fv9609.adl3.html?dwvar_iic.adidas.fv9609.adl3_color=adl3&cgid=,intersport.com
